id,img_path,artist
86,./train/0086.jpg,Edgar Degas
87,./train/0087.jpg,Edgar Degas
88,./train/0088.jpg,Rembrandt
89,./train/0089.jpg,Marc Chagall
90,./train/0090.jpg,Kazimir Malevich
91,./train/0091.jpg,Vincent van Gogh
92,./train/0092.jpg,Henri Matisse
93,./train/0093.jpg,Pablo Picasso
94,./train/0094.jpg,Albrecht Du rer
95,./train/0095.jpg,El Greco
96,./train/0096.jpg,El Greco
97,./train/0097.jpg,Rene Magritte
98,./train/0098.jpg,Alfred Sisley
99,./train/0099.jpg,Mikhail Vrubel
100,./train/0100.jpg,Jan van Eyck
101,./train/0101.jpg,Rembrandt
102,./train/0102.jpg,Leonardo da Vinci
103,./train/0103.jpg,Gustave Courbet
104,./train/0104.jpg,Titian
105,./train/0105.jpg,Pierre-Auguste Renoir
106,./train/0106.jpg,Pierre-Auguste Renoir
107,./train/0107.jpg,Peter Paul Rubens
108,./train/0108.jpg,Paul Klee
109,./train/0109.jpg,Albrecht Du rer
110,./train/0110.jpg,Andrei Rublev
111,./train/0111.jpg,Diego Velazquez
112,./train/0112.jpg,Sandro Botticelli
113,./train/0113.jpg,Andy Warhol
114,./train/0114.jpg,Andrei Rublev
115,./train/0115.jpg,Edgar Degas
116,./train/0116.jpg,Leonardo da Vinci
117,./train/0117.jpg,Edgar Degas
118,./train/0118.jpg,Marc Chagall
119,./train/0119.jpg,Paul Gauguin
120,./train/0120.jpg,Jackson Pollock
121,./train/0121.jpg,Pierre-Auguste Renoir
122,./train/0122.jpg,Edgar Degas
123,./train/0123.jpg,Henri Matisse
124,./train/0124.jpg,Edgar Degas
125,./train/0125.jpg,Edgar Degas
126,./train/0126.jpg,Edgar Degas
127,./train/0127.jpg,Edgar Degas
128,./train/0128.jpg,Vincent van Gogh
129,./train/0129.jpg,Diego Velazquez
130,./train/0130.jpg,Pierre-Auguste Renoir
131,./train/0131.jpg,Pierre-Auguste Renoir
132,./train/0132.jpg,Vincent van Gogh
133,./train/0133.jpg,Jackson Pollock
134,./train/0134.jpg,Jan van Eyck
135,./train/0135.jpg,Sandro Botticelli
136,./train/0136.jpg,Pierre-Auguste Renoir
137,./train/0137.jpg,Salvador Dali
138,./train/0138.jpg,Paul Klee
139,./train/0139.jpg,Hieronymus Bosch
140,./train/0140.jpg,Vincent van Gogh
141,./train/0141.jpg,Edvard Munch
142,./train/0142.jpg,Albrecht Du rer
143,./train/0143.jpg,Paul Klee
144,./train/0144.jpg,Pablo Picasso
145,./train/0145.jpg,Camille Pissarro
146,./train/0146.jpg,Albrecht Du rer
147,./train/0147.jpg,Mikhail Vrubel
148,./train/0148.jpg,Raphael
149,./train/0149.jpg,Hieronymus Bosch
150,./train/0150.jpg,Vincent van Gogh
151,./train/0151.jpg,Edvard Munch
152,./train/0152.jpg,Peter Paul Rubens
153,./train/0153.jpg,Edgar Degas
154,./train/0154.jpg,Titian
155,./train/0155.jpg,Amedeo Modigliani
156,./train/0156.jpg,Marc Chagall
157,./train/0157.jpg,Diego Velazquez
158,./train/0158.jpg,Marc Chagall
159,./train/0159.jpg,Pablo Picasso
160,./train/0160.jpg,Pablo Picasso
161,./train/0161.jpg,Marc Chagall
162,./train/0162.jpg,Edouard Manet
163,./train/0163.jpg,Marc Chagall
164,./train/0164.jpg,Raphael
165,./train/0165.jpg,Amedeo Modigliani
166,./train/0166.jpg,Gustav Klimt
167,./train/0167.jpg,Vincent van Gogh
168,./train/0168.jpg,Andrei Rublev
169,./train/0169.jpg,Pierre-Auguste Renoir
170,./train/0170.jpg,Andy Warhol
171,./train/0171.jpg,Rembrandt
172,./train/0172.jpg,Pablo Picasso
173,./train/0173.jpg,Andrei Rublev
174,./train/0174.jpg,Andrei Rublev
175,./train/0175.jpg,Henri de Toulouse-Lautrec
176,./train/0176.jpg,Eugene Delacroix
177,./train/0177.jpg,Paul Gauguin
178,./train/0178.jpg,Paul Gauguin
179,./train/0179.jpg,Claude Monet
180,./train/0180.jpg,Claude Monet
181,./train/0181.jpg,Peter Paul Rubens
182,./train/0182.jpg,Peter Paul Rubens
183,./train/0183.jpg,Rembrandt
184,./train/0184.jpg,Joan Miro
185,./train/0185.jpg,Sandro Botticelli
186,./train/0186.jpg,William Turner
187,./train/0187.jpg,Pablo Picasso
188,./train/0188.jpg,Rene Magritte
189,./train/0189.jpg,Vincent van Gogh
190,./train/0190.jpg,Raphael
191,./train/0191.jpg,Edgar Degas
192,./train/0192.jpg,Titian
193,./train/0193.jpg,Titian
194,./train/0194.jpg,Alfred Sisley
195,./train/0195.jpg,Rene Magritte
196,./train/0196.jpg,Peter Paul Rubens
197,./train/0197.jpg,Giotto di Bondone
198,./train/0198.jpg,Francisco Goya
199,./train/0199.jpg,Alfred Sisley
200,./train/0200.jpg,Claude Monet
201,./train/0201.jpg,Vincent van Gogh
202,./train/0202.jpg,Vincent van Gogh
203,./train/0203.jpg,Vincent van Gogh
204,./train/0204.jpg,Jan van Eyck
205,./train/0205.jpg,Albrecht Du rer
206,./train/0206.jpg,El Greco
207,./train/0207.jpg,Paul Klee
208,./train/0208.jpg,Paul Klee
209,./train/0209.jpg,Vincent van Gogh
210,./train/0210.jpg,Edgar Degas
211,./train/0211.jpg,Henri de Toulouse-Lautrec
212,./train/0212.jpg,Edouard Manet
213,./train/0213.jpg,Albrecht Du rer
214,./train/0214.jpg,Rembrandt
215,./train/0215.jpg,Albrecht Du rer
216,./train/0216.jpg,Marc Chagall
217,./train/0217.jpg,Pablo Picasso
218,./train/0218.jpg,Diego Rivera
219,./train/0219.jpg,Vincent van Gogh
220,./train/0220.jpg,Edvard Munch
221,./train/0221.jpg,Rembrandt
222,./train/0222.jpg,Frida Kahlo
223,./train/0223.jpg,Jackson Pollock
224,./train/0224.jpg,Vasiliy Kandinskiy
225,./train/0225.jpg,Edgar Degas
226,./train/0226.jpg,Georges Seurat
227,./train/0227.jpg,Paul Cezanne
228,./train/0228.jpg,Rembrandt
229,./train/0229.jpg,Andrei Rublev
230,./train/0230.jpg,Edgar Degas
231,./train/0231.jpg,Titian
232,./train/0232.jpg,Alfred Sisley
233,./train/0233.jpg,Edgar Degas
234,./train/0234.jpg,Eugene Delacroix
235,./train/0235.jpg,Marc Chagall
236,./train/0236.jpg,Andrei Rublev
237,./train/0237.jpg,El Greco
238,./train/0238.jpg,Leonardo da Vinci
239,./train/0239.jpg,Camille Pissarro
240,./train/0240.jpg,Joan Miro
241,./train/0241.jpg,Albrecht Du rer
242,./train/0242.jpg,Vincent van Gogh
243,./train/0243.jpg,Diego Rivera
244,./train/0244.jpg,Hieronymus Bosch
245,./train/0245.jpg,Pablo Picasso
246,./train/0246.jpg,Edgar Degas
247,./train/0247.jpg,Paul Klee
248,./train/0248.jpg,Pablo Picasso
249,./train/0249.jpg,Marc Chagall
250,./train/0250.jpg,Pablo Picasso
251,./train/0251.jpg,Paul Gauguin
252,./train/0252.jpg,Henri Matisse
253,./train/0253.jpg,Mikhail Vrubel
254,./train/0254.jpg,Pablo Picasso
255,./train/0255.jpg,Andy Warhol
256,./train/0256.jpg,Paul Gauguin
257,./train/0257.jpg,Salvador Dali
258,./train/0258.jpg,Alfred Sisley
259,./train/0259.jpg,Paul Gauguin
260,./train/0260.jpg,Titian
261,./train/0261.jpg,Edgar Degas
262,./train/0262.jpg,Pieter Bruegel
263,./train/0263.jpg,Claude Monet
264,./train/0264.jpg,Diego Velazquez
265,./train/0265.jpg,Vincent van Gogh
266,./train/0266.jpg,Vincent van Gogh
267,./train/0267.jpg,Diego Velazquez
268,./train/0268.jpg,Hieronymus Bosch
269,./train/0269.jpg,Vincent van Gogh
270,./train/0270.jpg,Hieronymus Bosch
271,./train/0271.jpg,Pierre-Auguste Renoir
272,./train/0272.jpg,Pablo Picasso
273,./train/0273.jpg,Titian
274,./train/0274.jpg,Pablo Picasso
275,./train/0275.jpg,Peter Paul Rubens
276,./train/0276.jpg,Andy Warhol
277,./train/0277.jpg,Titian
278,./train/0278.jpg,Leonardo da Vinci
279,./train/0279.jpg,Francisco Goya
280,./train/0280.jpg,Vincent van Gogh
281,./train/0281.jpg,Claude Monet
282,./train/0282.jpg,Francisco Goya
283,./train/0283.jpg,Vincent van Gogh
284,./train/0284.jpg,Albrecht Du rer
285,./train/0285.jpg,Amedeo Modigliani
286,./train/0286.jpg,Vincent van Gogh
287,./train/0287.jpg,Henri Matisse
288,./train/0288.jpg,Joan Miro
289,./train/0289.jpg,Paul Gauguin
290,./train/0290.jpg,Frida Kahlo
291,./train/0291.jpg,Jan van Eyck
292,./train/0292.jpg,Amedeo Modigliani
293,./train/0293.jpg,Alfred Sisley
294,./train/0294.jpg,Paul Klee
295,./train/0295.jpg,Salvador Dali
296,./train/0296.jpg,Pablo Picasso
297,./train/0297.jpg,Marc Chagall
298,./train/0298.jpg,Paul Klee
299,./train/0299.jpg,Vincent van Gogh
300,./train/0300.jpg,Jan van Eyck
301,./train/0301.jpg,Edgar Degas
302,./train/0302.jpg,Vincent van Gogh
303,./train/0303.jpg,Vasiliy Kandinskiy
304,./train/0304.jpg,Henri Matisse
305,./train/0305.jpg,Leonardo da Vinci
306,./train/0306.jpg,Pablo Picasso
307,./train/0307.jpg,Amedeo Modigliani
308,./train/0308.jpg,Vincent van Gogh
309,./train/0309.jpg,Pierre-Auguste Renoir
310,./train/0310.jpg,Kazimir Malevich
311,./train/0311.jpg,Henri Rousseau
312,./train/0312.jpg,Paul Cezanne
313,./train/0313.jpg,Pierre-Auguste Renoir
314,./train/0314.jpg,Vincent van Gogh
315,./train/0315.jpg,Eugene Delacroix
316,./train/0316.jpg,Mikhail Vrubel
317,./train/0317.jpg,Sandro Botticelli
318,./train/0318.jpg,Alfred Sisley
319,./train/0319.jpg,Mikhail Vrubel
320,./train/0320.jpg,Vincent van Gogh
321,./train/0321.jpg,Giotto di Bondone
322,./train/0322.jpg,Edgar Degas
323,./train/0323.jpg,Pablo Picasso
324,./train/0324.jpg,Titian
325,./train/0325.jpg,Giotto di Bondone
326,./train/0326.jpg,Pablo Picasso
327,./train/0327.jpg,Mikhail Vrubel
328,./train/0328.jpg,Gustav Klimt
329,./train/0329.jpg,Mikhail Vrubel
330,./train/0330.jpg,Marc Chagall
331,./train/0331.jpg,Pierre-Auguste Renoir
332,./train/0332.jpg,Amedeo Modigliani
333,./train/0333.jpg,Jackson Pollock
334,./train/0334.jpg,Marc Chagall
335,./train/0335.jpg,Diego Velazquez
336,./train/0336.jpg,Rembrandt
337,./train/0337.jpg,Vincent van Gogh
338,./train/0338.jpg,Marc Chagall
339,./train/0339.jpg,Andy Warhol
340,./train/0340.jpg,Gustav Klimt
341,./train/0341.jpg,Paul Gauguin
342,./train/0342.jpg,Andrei Rublev
343,./train/0343.jpg,Edgar Degas
344,./train/0344.jpg,Kazimir Malevich
345,./train/0345.jpg,Vincent van Gogh
346,./train/0346.jpg,Edgar Degas
347,./train/0347.jpg,Pablo Picasso
348,./train/0348.jpg,Mikhail Vrubel
349,./train/0349.jpg,Vasiliy Kandinskiy
350,./train/0350.jpg,Marc Chagall
351,./train/0351.jpg,Frida Kahlo
352,./train/0352.jpg,Raphael
353,./train/0353.jpg,Alfred Sisley
354,./train/0354.jpg,Kazimir Malevich
355,./train/0355.jpg,Gustave Courbet
356,./train/0356.jpg,Pablo Picasso
357,./train/0357.jpg,Paul Gauguin
358,./train/0358.jpg,Piet Mondrian
359,./train/0359.jpg,Titian
360,./train/0360.jpg,Paul Klee
361,./train/0361.jpg,Paul Klee
362,./train/0362.jpg,Pierre-Auguste Renoir
363,./train/0363.jpg,Georges Seurat
364,./train/0364.jpg,Vincent van Gogh
365,./train/0365.jpg,Vincent van Gogh
366,./train/0366.jpg,Francisco Goya
367,./train/0367.jpg,Vincent van Gogh
368,./train/0368.jpg,Alfred Sisley
369,./train/0369.jpg,Kazimir Malevich
370,./train/0370.jpg,Pablo Picasso
371,./train/0371.jpg,Gustav Klimt
372,./train/0372.jpg,Vincent van Gogh
373,./train/0373.jpg,Andrei Rublev
374,./train/0374.jpg,Titian
375,./train/0375.jpg,Rene Magritte
376,./train/0376.jpg,Marc Chagall
377,./train/0377.jpg,Pierre-Auguste Renoir
378,./train/0378.jpg,Albrecht Du rer
379,./train/0379.jpg,Paul Gauguin
380,./train/0380.jpg,Mikhail Vrubel
381,./train/0381.jpg,Paul Gauguin
382,./train/0382.jpg,Kazimir Malevich
383,./train/0383.jpg,Peter Paul Rubens
384,./train/0384.jpg,Edgar Degas
385,./train/0385.jpg,Mikhail Vrubel
386,./train/0386.jpg,Vincent van Gogh
387,./train/0387.jpg,Frida Kahlo
388,./train/0388.jpg,Vincent van Gogh
389,./train/0389.jpg,Hieronymus Bosch
390,./train/0390.jpg,Andy Warhol
391,./train/0391.jpg,Giotto di Bondone
392,./train/0392.jpg,Pierre-Auguste Renoir
393,./train/0393.jpg,Rembrandt
394,./train/0394.jpg,Pablo Picasso
395,./train/0395.jpg,Andy Warhol
396,./train/0396.jpg,Paul Klee
397,./train/0397.jpg,Michelangelo
398,./train/0398.jpg,Titian
399,./train/0399.jpg,Pierre-Auguste Renoir
400,./train/0400.jpg,Paul Gauguin
401,./train/0401.jpg,Vincent van Gogh
402,./train/0402.jpg,Rembrandt
403,./train/0403.jpg,Pierre-Auguste Renoir
404,./train/0404.jpg,Paul Klee
405,./train/0405.jpg,Pierre-Auguste Renoir
406,./train/0406.jpg,Pieter Bruegel
407,./train/0407.jpg,Pieter Bruegel
408,./train/0408.jpg,El Greco
409,./train/0409.jpg,Vasiliy Kandinskiy
410,./train/0410.jpg,Rembrandt
411,./train/0411.jpg,Pablo Picasso
412,./train/0412.jpg,Pierre-Auguste Renoir
413,./train/0413.jpg,Paul Gauguin
414,./train/0414.jpg,Georges Seurat
415,./train/0415.jpg,Rembrandt
416,./train/0416.jpg,El Greco
417,./train/0417.jpg,Edouard Manet
418,./train/0418.jpg,Edgar Degas
419,./train/0419.jpg,Albrecht Du rer
420,./train/0420.jpg,Paul Gauguin
421,./train/0421.jpg,Caravaggio
422,./train/0422.jpg,Marc Chagall
423,./train/0423.jpg,Vincent van Gogh
424,./train/0424.jpg,Pieter Bruegel
425,./train/0425.jpg,Rembrandt
426,./train/0426.jpg,Vincent van Gogh
427,./train/0427.jpg,Albrecht Du rer
428,./train/0428.jpg,Andy Warhol
429,./train/0429.jpg,Diego Rivera
430,./train/0430.jpg,Henri Matisse
431,./train/0431.jpg,Jan van Eyck
432,./train/0432.jpg,Peter Paul Rubens
433,./train/0433.jpg,Vincent van Gogh
434,./train/0434.jpg,Pieter Bruegel
435,./train/0435.jpg,Paul Gauguin
436,./train/0436.jpg,Raphael
437,./train/0437.jpg,Vincent van Gogh
438,./train/0438.jpg,Frida Kahlo
439,./train/0439.jpg,Vincent van Gogh
440,./train/0440.jpg,Diego Velazquez
441,./train/0441.jpg,Francisco Goya
442,./train/0442.jpg,Albrecht Du rer
443,./train/0443.jpg,Mikhail Vrubel
444,./train/0444.jpg,Leonardo da Vinci
445,./train/0445.jpg,Paul Klee
446,./train/0446.jpg,Mikhail Vrubel
447,./train/0447.jpg,Vincent van Gogh
448,./train/0448.jpg,El Greco
449,./train/0449.jpg,Alfred Sisley
450,./train/0450.jpg,Andy Warhol
451,./train/0451.jpg,Pierre-Auguste Renoir
452,./train/0452.jpg,Peter Paul Rubens
453,./train/0453.jpg,Francisco Goya
454,./train/0454.jpg,Pierre-Auguste Renoir
455,./train/0455.jpg,Albrecht Du rer
456,./train/0456.jpg,Edgar Degas
457,./train/0457.jpg,Andy Warhol
458,./train/0458.jpg,Vincent van Gogh
459,./train/0459.jpg,Pierre-Auguste Renoir
460,./train/0460.jpg,Paul Gauguin
461,./train/0461.jpg,Edgar Degas
462,./train/0462.jpg,Sandro Botticelli
463,./train/0463.jpg,Edvard Munch
464,./train/0464.jpg,Claude Monet
465,./train/0465.jpg,Pablo Picasso
466,./train/0466.jpg,Pieter Bruegel
467,./train/0467.jpg,William Turner
468,./train/0468.jpg,Claude Monet
469,./train/0469.jpg,Claude Monet
470,./train/0470.jpg,Peter Paul Rubens
471,./train/0471.jpg,Pablo Picasso
472,./train/0472.jpg,Rembrandt
473,./train/0473.jpg,Pierre-Auguste Renoir
474,./train/0474.jpg,Mikhail Vrubel
475,./train/0475.jpg,Albrecht Du rer
476,./train/0476.jpg,Henri Rousseau
477,./train/0477.jpg,Andy Warhol
478,./train/0478.jpg,Marc Chagall
479,./train/0479.jpg,Mikhail Vrubel
480,./train/0480.jpg,Albrecht Du rer
481,./train/0481.jpg,Edgar Degas
482,./train/0482.jpg,Mikhail Vrubel
483,./train/0483.jpg,Vincent van Gogh
484,./train/0484.jpg,Vincent van Gogh
485,./train/0485.jpg,Hieronymus Bosch
486,./train/0486.jpg,Camille Pissarro
487,./train/0487.jpg,Leonardo da Vinci
488,./train/0488.jpg,Mikhail Vrubel
489,./train/0489.jpg,Georges Seurat
490,./train/0490.jpg,Vincent van Gogh
491,./train/0491.jpg,Pieter Bruegel
492,./train/0492.jpg,Henri de Toulouse-Lautrec
493,./train/0493.jpg,Sandro Botticelli
494,./train/0494.jpg,Vincent van Gogh
495,./train/0495.jpg,Raphael
496,./train/0496.jpg,Kazimir Malevich
497,./train/0497.jpg,Henri Rousseau
498,./train/0498.jpg,Salvador Dali
499,./train/0499.jpg,Mikhail Vrubel
500,./train/0500.jpg,Amedeo Modigliani
501,./train/0501.jpg,Salvador Dali
502,./train/0502.jpg,Marc Chagall
503,./train/0503.jpg,Kazimir Malevich
504,./train/0504.jpg,Peter Paul Rubens
505,./train/0505.jpg,Paul Cezanne
506,./train/0506.jpg,Edgar Degas
507,./train/0507.jpg,Vincent van Gogh
508,./train/0508.jpg,Rembrandt
509,./train/0509.jpg,Pablo Picasso
510,./train/0510.jpg,Vincent van Gogh
511,./train/0511.jpg,Paul Klee
512,./train/0512.jpg,Giotto di Bondone
513,./train/0513.jpg,Francisco Goya
514,./train/0514.jpg,Jan van Eyck
515,./train/0515.jpg,Vincent van Gogh
516,./train/0516.jpg,Edgar Degas
517,./train/0517.jpg,Diego Rivera
518,./train/0518.jpg,Vincent van Gogh
519,./train/0519.jpg,Rembrandt
520,./train/0520.jpg,Paul Gauguin
521,./train/0521.jpg,Pablo Picasso
522,./train/0522.jpg,Andy Warhol
523,./train/0523.jpg,Gustave Courbet
524,./train/0524.jpg,Joan Miro
525,./train/0525.jpg,Edgar Degas
526,./train/0526.jpg,Kazimir Malevich
527,./train/0527.jpg,Edgar Degas
528,./train/0528.jpg,Hieronymus Bosch
529,./train/0529.jpg,Camille Pissarro
530,./train/0530.jpg,Paul Klee
531,./train/0531.jpg,Vincent van Gogh
532,./train/0532.jpg,Paul Klee
533,./train/0533.jpg,Marc Chagall
534,./train/0534.jpg,Joan Miro
535,./train/0535.jpg,Paul Klee
536,./train/0536.jpg,Peter Paul Rubens
537,./train/0537.jpg,Paul Gauguin
538,./train/0538.jpg,Alfred Sisley
539,./train/0539.jpg,Giotto di Bondone
540,./train/0540.jpg,Rembrandt
541,./train/0541.jpg,Eugene Delacroix
542,./train/0542.jpg,Henri Matisse
543,./train/0543.jpg,Alfred Sisley
544,./train/0544.jpg,Francisco Goya
545,./train/0545.jpg,Vincent van Gogh
546,./train/0546.jpg,Claude Monet
547,./train/0547.jpg,Albrecht Du rer
548,./train/0548.jpg,Paul Klee
549,./train/0549.jpg,Edgar Degas
550,./train/0550.jpg,Rene Magritte
551,./train/0551.jpg,Pablo Picasso
552,./train/0552.jpg,Sandro Botticelli
553,./train/0553.jpg,Joan Miro
554,./train/0554.jpg,Marc Chagall
555,./train/0555.jpg,Francisco Goya
556,./train/0556.jpg,Edgar Degas
557,./train/0557.jpg,Caravaggio
558,./train/0558.jpg,Leonardo da Vinci
559,./train/0559.jpg,Pierre-Auguste Renoir
560,./train/0560.jpg,Marc Chagall
561,./train/0561.jpg,Edgar Degas
562,./train/0562.jpg,Alfred Sisley
563,./train/0563.jpg,Rembrandt
564,./train/0564.jpg,Henri Matisse
565,./train/0565.jpg,Andrei Rublev
566,./train/0566.jpg,Andy Warhol
567,./train/0567.jpg,Amedeo Modigliani
568,./train/0568.jpg,Jan van Eyck
569,./train/0569.jpg,William Turner
570,./train/0570.jpg,Raphael
571,./train/0571.jpg,Titian
572,./train/0572.jpg,Edgar Degas
573,./train/0573.jpg,Joan Miro
574,./train/0574.jpg,Edgar Degas
575,./train/0575.jpg,Paul Klee
576,./train/0576.jpg,Frida Kahlo
577,./train/0577.jpg,Leonardo da Vinci
578,./train/0578.jpg,Albrecht Du rer
579,./train/0579.jpg,Kazimir Malevich
580,./train/0580.jpg,Sandro Botticelli
581,./train/0581.jpg,Albrecht Du rer
582,./train/0582.jpg,Edgar Degas
583,./train/0583.jpg,Piet Mondrian
584,./train/0584.jpg,Diego Velazquez
585,./train/0585.jpg,Vincent van Gogh
586,./train/0586.jpg,Vasiliy Kandinskiy
587,./train/0587.jpg,Alfred Sisley
588,./train/0588.jpg,Pierre-Auguste Renoir
589,./train/0589.jpg,Edgar Degas
590,./train/0590.jpg,Alfred Sisley
591,./train/0591.jpg,Frida Kahlo
592,./train/0592.jpg,Paul Klee
593,./train/0593.jpg,Piet Mondrian
594,./train/0594.jpg,Pierre-Auguste Renoir
595,./train/0595.jpg,Kazimir Malevich
596,./train/0596.jpg,Vincent van Gogh
597,./train/0597.jpg,Hieronymus Bosch
598,./train/0598.jpg,Pablo Picasso
599,./train/0599.jpg,Kazimir Malevich
600,./train/0600.jpg,Frida Kahlo
601,./train/0601.jpg,Amedeo Modigliani
602,./train/0602.jpg,Amedeo Modigliani
603,./train/0603.jpg,Pablo Picasso
604,./train/0604.jpg,Marc Chagall
605,./train/0605.jpg,William Turner
606,./train/0606.jpg,Albrecht Du rer
607,./train/0607.jpg,Claude Monet
608,./train/0608.jpg,Alfred Sisley
609,./train/0609.jpg,Marc Chagall
610,./train/0610.jpg,Rene Magritte
611,./train/0611.jpg,Sandro Botticelli
612,./train/0612.jpg,Vincent van Gogh
613,./train/0613.jpg,Edgar Degas
614,./train/0614.jpg,Paul Gauguin
615,./train/0615.jpg,Pablo Picasso
616,./train/0616.jpg,Marc Chagall
617,./train/0617.jpg,Rembrandt
618,./train/0618.jpg,Edgar Degas
619,./train/0619.jpg,Jackson Pollock
620,./train/0620.jpg,Mikhail Vrubel
621,./train/0621.jpg,Albrecht Du rer
622,./train/0622.jpg,Joan Miro
623,./train/0623.jpg,Frida Kahlo
624,./train/0624.jpg,Michelangelo
625,./train/0625.jpg,Titian
626,./train/0626.jpg,Piet Mondrian
627,./train/0627.jpg,Vincent van Gogh
628,./train/0628.jpg,Vincent van Gogh
629,./train/0629.jpg,Rembrandt
630,./train/0630.jpg,Jan van Eyck
631,./train/0631.jpg,Claude Monet
632,./train/0632.jpg,Edgar Degas
633,./train/0633.jpg,Vincent van Gogh
634,./train/0634.jpg,Michelangelo
635,./train/0635.jpg,Pablo Picasso
636,./train/0636.jpg,Hieronymus Bosch
637,./train/0637.jpg,Edgar Degas
638,./train/0638.jpg,Diego Velazquez
639,./train/0639.jpg,Francisco Goya
640,./train/0640.jpg,Edgar Degas
641,./train/0641.jpg,Georges Seurat
642,./train/0642.jpg,Camille Pissarro
643,./train/0643.jpg,Rembrandt
644,./train/0644.jpg,Raphael
645,./train/0645.jpg,Marc Chagall
646,./train/0646.jpg,Edgar Degas
647,./train/0647.jpg,Paul Gauguin
648,./train/0648.jpg,Edgar Degas
649,./train/0649.jpg,Rembrandt
650,./train/0650.jpg,Pierre-Auguste Renoir
651,./train/0651.jpg,Edgar Degas
652,./train/0652.jpg,Andy Warhol
653,./train/0653.jpg,Diego Velazquez
654,./train/0654.jpg,Pieter Bruegel
655,./train/0655.jpg,Kazimir Malevich
656,./train/0656.jpg,Andrei Rublev
657,./train/0657.jpg,Marc Chagall
658,./train/0658.jpg,Rene Magritte
659,./train/0659.jpg,Marc Chagall
660,./train/0660.jpg,Georges Seurat
661,./train/0661.jpg,Edvard Munch
662,./train/0662.jpg,El Greco
663,./train/0663.jpg,Salvador Dali
664,./train/0664.jpg,Edgar Degas
